age,avg_monthly_gb_download,avg_monthly_long_distance_charges,churn_category,churn_reason,churn_score,city,cltv,contract,country,customer_id,customer_status,dependents,device_protection_plan,gender,internet_service,internet_type,lat_long,latitude,longitude,married,monthly_charge,multiple_lines,number_of_dependents,number_of_referrals,offer,online_backup,online_security,paperless_billing,partner,payment_method,phone_service,population,premium_tech_support,quarter,referred_a_friend,satisfaction_score,senior_citizen,state,streaming_movies,streaming_music,streaming_tv,tenure_in_months,total_charges,total_extra_data_charges,total_long_distance_charges,total_refunds,total_revenue,under_30,unlimited_data,zip_code,churn
74,9,3.29,Attitude,Attitude of service provider,89,Glencoe,3834,0,United States,4086-YQSNZ,Churned,0,0,Female,1,Fiber Optic,0,38.358464,-120.579304,Yes,80.4,0,0,1,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,21,0,Q3,Yes,2,1,California,0,No,1,3,224.05,0,9.87,0.0,233.92,No,Yes,95232,1
80,14,34.62,Competitor,Competitor had better devices,70,Columbia,4716,0,United States,8399-YNDCH,Churned,0,1,Male,1,DSL,0,38.085839,-120.37855,No,60.05,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,2144,0,Q3,No,1,1,California,0,No,1,21,1236.15,0,727.02,0.0,1963.17,No,Yes,95310,1
76,16,38.75,Other,Don't know,96,Escondido,5913,0,United States,5565-FILXA,Churned,0,0,Female,1,Fiber Optic,0,33.141265,-116.967221,No,96.15,1,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,48690,0,Q3,No,2,1,California,1,No,1,16,1529.2,0,620.0,0.0,2149.2,No,Yes,92027,1
73,30,6.13,Competitor,Competitor had better devices,90,Lakewood,3180,0,United States,4187-CINZD,Churned,0,0,Female,1,Fiber Optic,0,33.840524,-118.148403,No,95.25,0,0,0,Offer E,1,0,No,0,Credit Card,Yes,30173,0,Q3,No,2,1,California,1,No,1,46,4424.2,0,281.98,0.0,4706.18,No,Yes,90712,1
70,24,24.13,Competitor,Competitor had better devices,69,Fulton,5651,0,United States,6818-WOBHJ,Churned,0,0,Female,1,Fiber Optic,0,38.493888,-122.777141,Yes,89.6,1,0,1,Offer A,1,0,Yes,0,Bank Withdrawal,Yes,476,0,Q3,Yes,1,1,California,1,No,0,68,6127.6,0,1640.84,0.0,7768.44,No,Yes,95439,1
75,27,13.63,Dissatisfaction,Network reliability,89,Nice,3077,0,United States,9134-CEQMF,Churned,0,0,Male,1,Fiber Optic,0,39.12334,-122.838198,Yes,89.5,0,0,1,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,2223,0,Q3,Yes,2,1,California,1,No,1,7,676.7,0,95.41,0.0,772.11,No,Yes,95464,1
74,22,45.25,Competitor,Competitor had better devices,83,Alderpoint,4981,0,United States,8519-IMDHU,Churned,0,0,Male,1,Cable,0,40.166028,-123.584144,Yes,85.6,1,0,1,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,261,0,Q3,Yes,1,1,California,1,No,0,15,1345.55,0,678.75,0.0,2024.3,No,Yes,95511,1
76,22,19.18,Dissatisfaction,Network reliability,81,Bayside,2508,0,United States,3372-KWFBM,Churned,0,0,Male,1,Fiber Optic,0,40.825486,-124.049485,No,86.6,1,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,1689,0,Q3,No,3,1,California,0,No,1,16,1281.0,0,306.88,0.0,1587.88,No,Yes,95524,1
75,18,29.68,Attitude,Attitude of support person,75,Loleta,4371,0,United States,7206-GZCDC,Churned,0,0,Female,1,Cable,0,40.665952,-124.240051,No,69.25,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,1447,0,Q3,No,2,1,California,0,No,0,1,69.25,0,29.68,0.0,98.93,No,Yes,95551,1
74,5,0.0,Competitor,Competitor made better offer,67,Rio Dell,5688,0,United States,1768-ZAIFU,Churned,0,0,Female,1,Cable,0,40.485849,-124.163234,No,25.2,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,No,3284,0,Q3,No,1,1,California,0,No,0,1,25.2,0,0.0,0.0,25.2,No,Yes,95562,1
73,24,19.03,Competitor,Competitor made better offer,90,Davis,2230,0,United States,3793-MMFUH,Churned,0,0,Female,1,Fiber Optic,0,38.544002,-121.685559,No,95.05,1,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,648,0,Q3,No,1,1,California,1,Yes,1,13,1290.0,0,247.39,0.0,1537.39,No,Yes,95618,1
69,24,20.06,Competitor,Competitor made better offer,76,Folsom,4363,0,United States,6567-HOOPW,Churned,0,0,Female,1,Fiber Optic,0,38.672638,-121.147403,No,79.2,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,51855,0,Q3,No,3,1,California,0,No,1,1,79.2,0,20.06,0.0,99.26,No,Yes,95630,1
75,4,2.88,Competitor,Competitor had better devices,88,Madison,3369,0,United States,8621-MNIHH,Churned,0,1,Female,1,Fiber Optic,0,38.674276,-121.961866,Yes,94.25,1,0,1,Offer E,1,0,Yes,0,Bank Withdrawal,Yes,844,0,Q3,Yes,1,1,California,1,No,0,34,3217.55,0,97.92,0.0,3315.4700000000003,No,Yes,95653,1
65,10,12.68,Competitor,Competitor had better devices,89,Pleasant Grove,2268,0,United States,5419-CONWX,Churned,0,1,Female,1,Fiber Optic,0,38.833554,-121.498102,No,99.8,0,0,0,Offer E,1,0,Yes,0,Credit Card,Yes,901,0,Q3,No,1,1,California,1,Yes,1,4,442.85,0,50.72,0.0,493.5700000000001,No,Yes,95668,1
77,18,19.27,Other,Poor expertise of online support,72,Sheridan,4193,0,United States,7024-OHCCK,Churned,0,0,Female,1,Fiber Optic,0,38.984756,-121.345074,No,93.85,1,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,1219,0,Q3,No,3,1,California,1,No,1,2,170.85,0,38.54,0.0,209.39,No,Yes,95681,1
67,18,30.8,Attitude,Attitude of support person,83,Wheatland,5745,0,United States,5357-TZHPP,Churned,0,0,Male,1,Fiber Optic,0,39.043387,-121.409837,No,84.4,1,0,0,Offer E,0,0,Yes,0,Credit Card,Yes,3600,0,Q3,No,2,1,California,1,No,0,9,732.5,0,277.2,0.0,1009.7,No,Yes,95692,1
78,9,42.33,Competitor,Competitor had better devices,90,Rancho Cordova,4028,0,United States,0506-LVNGN,Churned,0,1,Female,1,Fiber Optic,0,38.591134,-121.161585,No,75.55,0,0,0,Offer E,0,0,Yes,0,Credit Card,Yes,299,0,Q3,No,1,1,California,0,No,0,5,349.65,0,211.65,0.0,561.3,No,Yes,95742,1
65,8,40.18,Competitor,Competitor made better offer,93,Canyon Dam,4458,0,United States,9809-IMGCQ,Churned,0,0,Male,1,Fiber Optic,0,40.171312,-121.120605,No,96.7,1,0,0,Offer D,0,0,Yes,0,Bank Withdrawal,Yes,86,0,Q3,No,1,1,California,1,Yes,1,22,2082.95,100,883.96,0.0,3066.91,No,No,95923,1
74,9,39.97,Competitor,Competitor had better devices,69,Dobbins,5683,0,United States,3254-YRILK,Churned,0,0,Male,1,Fiber Optic,0,39.381174,-121.21191,No,88.2,1,0,0,Offer D,1,0,Yes,0,Bank Withdrawal,Yes,614,0,Q3,No,1,1,California,0,No,1,19,1775.8,0,759.43,0.0,2535.23,No,Yes,95935,1
70,19,46.38,Attitude,Attitude of support person,96,Forest Ranch,2099,0,United States,0529-ONKER,Churned,0,0,Male,1,Fiber Optic,0,40.077028,-121.494168,No,75.65,1,0,0,Offer D,0,0,No,0,Bank Withdrawal,Yes,1351,0,Q3,No,3,1,California,0,No,0,15,1146.65,0,695.7,0.0,1842.35,No,Yes,95942,1
69,20,11.34,Competitor,Competitor had better devices,88,Grass Valley,3348,0,United States,5240-IJOQT,Churned,0,0,Male,1,Fiber Optic,0,39.099204,-121.137962,No,74.7,1,0,0,Offer D,0,0,Yes,0,Bank Withdrawal,Yes,17922,0,Q3,No,1,1,California,0,No,0,1,74.7,0,11.34,0.0,86.04,No,Yes,95949,1
76,26,0.0,Competitor,Competitor had better devices,90,Nevada City,3884,0,United States,0661-XEYAN,Churned,0,0,Female,1,DSL,0,39.333737,-120.858667,No,25.8,0,0,0,Offer D,0,0,Yes,0,Mailed Check,No,17269,0,Q3,No,1,1,California,0,No,0,1,25.8,20,0.0,0.0,45.8,No,No,95959,1
71,14,41.37,Competitor,Competitor made better offer,75,Escondido,5353,0,United States,2660-EMUBI,Churned,0,0,Male,1,Fiber Optic,0,33.141265,-116.967221,No,95.35,1,0,0,Offer D,0,0,Yes,0,Bank Withdrawal,Yes,48690,0,Q3,No,1,1,California,1,No,1,10,898.35,0,413.7,0.0,1312.05,No,Yes,92027,1
76,6,30.14,Competitor,Competitor made better offer,77,Fallbrook,4145,0,United States,7675-OZCZG,Churned,0,0,Female,1,DSL,0,33.362575,-117.299644,No,45.0,0,0,0,Offer D,0,0,No,0,Bank Withdrawal,Yes,42239,0,Q3,No,3,1,California,0,No,0,3,127.1,10,90.42,0.0,227.52,No,No,92028,1
77,19,6.97,Competitor,Competitor made better offer,69,Lewiston,5374,0,United States,9391-EOYLI,Churned,0,0,Male,1,Fiber Optic,0,40.704293,-122.803899,Yes,80.45,0,0,1,Offer D,0,0,Yes,0,Bank Withdrawal,Yes,1845,0,Q3,Yes,2,1,California,1,No,0,12,950.2,0,83.64,0.0,1033.84,No,Yes,96052,1
74,11,6.51,Competitor,Competitor made better offer,81,Palo Cedro,2803,0,United States,2761-OCIAX,Churned,0,0,Male,1,Fiber Optic,0,40.582399,-122.195512,No,74.7,0,0,0,Offer D,1,0,Yes,0,Bank Withdrawal,Yes,4931,0,Q3,No,2,1,California,0,No,0,2,165.4,0,13.02,0.0,178.42000000000002,No,Yes,96073,1
77,20,49.6,Competitor,Competitor made better offer,91,Round Mountain,3106,0,United States,3068-OMWZA,Churned,0,1,Male,1,Fiber Optic,0,40.923558,-122.059933,No,88.8,1,0,0,Offer D,0,0,Yes,0,Bank Withdrawal,Yes,459,0,Q3,No,1,1,California,0,No,1,1,88.8,10,49.6,0.0,148.4,No,No,96084,1
76,5,1.47,Competitor,Competitor made better offer,82,San Diego,3861,0,United States,4154-AQUGT,Churned,0,0,Male,1,Fiber Optic,0,32.957195,-117.202542,Yes,89.05,0,0,1,Offer D,1,0,Yes,0,Bank Withdrawal,Yes,28201,1,Q3,Yes,1,1,California,1,No,0,13,1169.35,0,19.11,0.0,1188.4599999999998,No,Yes,92130,1
77,23,31.17,Competitor,Competitor made better offer,95,San Diego,2740,0,United States,8017-LXHFA,Churned,0,0,Female,1,Fiber Optic,0,32.957195,-117.202542,No,94.75,0,0,0,Offer D,1,0,Yes,0,Bank Withdrawal,Yes,28201,0,Q3,No,2,1,California,1,No,1,23,2293.6,0,716.9100000000001,0.0,3010.51,No,Yes,92130,1
80,6,36.82,Competitor,Competitor made better offer,90,San Diego,3209,0,United States,4248-QPAVC,Churned,0,1,Female,1,Fiber Optic,0,32.957195,-117.202542,Yes,85.35,1,0,1,Offer D,0,1,Yes,0,Bank Withdrawal,Yes,28201,0,Q3,Yes,1,1,California,0,No,0,17,1463.45,0,625.94,0.0,2089.3900000000003,No,Yes,92130,1
68,2,40.93,Competitor,Competitor made better offer,93,San Diego,3797,0,United States,4690-LLKUA,Churned,0,0,Male,1,DSL,0,32.957195,-117.202542,No,45.05,0,0,0,Offer D,0,0,Yes,0,Bank Withdrawal,Yes,28201,0,Q3,No,1,1,California,0,No,0,17,770.6,0,695.81,0.0,1466.41,No,Yes,92130,1
79,17,9.53,Competitor,Competitor made better offer,90,San Diego,4871,0,United States,9490-DFPMD,Churned,0,0,Female,1,Fiber Optic,0,32.957195,-117.202542,No,84.65,1,0,0,Offer D,0,0,Yes,0,Bank Withdrawal,Yes,28201,0,Q3,No,2,1,California,0,No,1,42,3541.35,0,400.26,0.0,3941.61,No,Yes,92130,1
65,16,42.3,Competitor,Competitor made better offer,92,San Diego,5001,0,United States,8580-AECUZ,Churned,0,0,Male,1,Fiber Optic,0,32.957195,-117.202542,No,79.1,0,0,0,Offer D,0,0,Yes,0,Bank Withdrawal,Yes,28201,0,Q3,No,3,1,California,0,No,1,1,79.1,0,42.3,0.0,121.4,No,Yes,92130,1
68,12,39.78,Competitor,Competitor made better offer,91,San Diego,3438,0,United States,5047-LHVLY,Churned,0,1,Male,1,Cable,0,32.898613,-117.202937,No,50.15,0,0,0,Offer E,0,0,Yes,0,Mailed Check,Yes,4258,0,Q3,No,2,1,California,0,No,0,1,50.15,0,39.78,0.0,89.93,No,Yes,92121,1
72,15,34.51,Competitor,Competitor had better devices,96,Hermosa Beach,3438,0,United States,8375-DKEBR,Churned,0,0,Female,1,Fiber Optic,0,33.86532,-118.396336,No,69.6,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,18693,0,Q3,No,1,1,California,0,No,0,1,69.6,0,34.51,0.0,104.11,No,Yes,90254,1
66,23,27.95,Attitude,Attitude of support person,89,Buena Park,3380,0,United States,7279-BUYWN,Churned,0,1,Female,1,Fiber Optic,0,33.845706,-118.012204,No,113.2,1,0,0,Offer E,1,1,Yes,0,Bank Withdrawal,Yes,44442,0,Q3,No,1,1,California,1,Yes,1,41,4689.5,0,1145.95,0.0,5835.45,No,Yes,90620,1
68,4,26.11,Competitor,Competitor had better devices,76,Buena Park,5394,0,United States,7156-MHUGY,Churned,0,0,Male,1,Fiber Optic,0,33.874224,-117.993368,No,90.5,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,33528,0,Q3,No,1,1,California,1,Yes,1,13,1201.15,140,339.43,29.84,1650.7400000000002,No,No,90621,1
69,23,5.99,Attitude,Attitude of support person,94,Long Beach,4584,0,United States,9606-PBKBQ,Churned,0,0,Male,1,Fiber Optic,0,33.781086,-118.199049,Yes,85.0,1,0,1,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,63136,0,Q3,Yes,1,1,California,1,Yes,0,32,2642.05,0,191.68,49.57,2784.16,No,Yes,90813,1
76,10,49.6,Competitor,Competitor had better devices,75,South Pasadena,2712,0,United States,3536-IQCTX,Churned,0,0,Male,1,Fiber Optic,0,34.110444,-118.156957,Yes,85.3,1,0,1,Offer E,0,0,No,0,Bank Withdrawal,Yes,23984,0,Q3,Yes,1,1,California,1,Yes,0,32,2661.1,0,1587.2,0.0,4248.3,No,Yes,91030,1
70,3,0.0,Attitude,Attitude of support person,82,Glendale,5172,0,United States,3132-TVFDZ,Churned,0,0,Male,1,Cable,0,34.167926,-118.267539,Yes,44.85,0,0,1,Offer E,0,0,Yes,0,Bank Withdrawal,No,21990,0,Q3,Yes,2,1,California,1,Yes,1,57,2572.95,0,0.0,12.07,2560.88,No,Yes,91202,1
71,14,15.28,Attitude,Attitude of support person,79,Glendale,4499,0,United States,8080-DDEMJ,Churned,0,0,Male,1,Cable,0,34.136306,-118.26036,No,45.1,0,0,0,Offer E,0,0,No,0,Bank Withdrawal,Yes,17015,0,Q3,No,2,1,California,0,No,0,1,45.1,0,15.28,0.0,60.38,No,Yes,91204,1
75,26,0.0,Other,Poor expertise of online support,91,Reseda,4972,0,United States,6702-OHFWR,Churned,0,1,Male,1,DSL,0,34.200175,-118.540958,No,43.3,0,0,0,Offer E,1,0,Yes,0,Bank Withdrawal,No,68018,0,Q3,No,3,1,California,1,No,0,1,43.3,0,0.0,0.0,43.3,No,Yes,91335,1
67,27,26.1,Attitude,Attitude of support person,75,Sylmar,3110,0,United States,4510-PYUSH,Churned,0,0,Female,1,DSL,0,34.321621,-118.399841,No,57.15,0,0,0,Offer E,1,1,Yes,0,Credit Card,Yes,81986,0,Q3,No,1,1,California,0,No,0,38,2250.65,0,991.8,0.0,3242.4500000000003,No,Yes,91342,1
65,22,15.98,Attitude,Attitude of support person,81,Burbank,4745,0,United States,8840-DQLGN,Churned,0,0,Female,1,Cable,0,34.177267,-118.31003,Yes,100.5,1,0,1,Offer E,1,1,Yes,0,Bank Withdrawal,Yes,11517,1,Q3,Yes,1,1,California,0,No,1,35,3653.35,0,559.3000000000001,0.0,4212.65,No,Yes,91502,1
80,14,15.24,Competitor,Competitor had better devices,70,North Hollywood,2740,0,United States,4193-ORFCL,Churned,0,0,Female,1,DSL,0,34.187599,-118.387125,No,45.1,0,0,0,Offer E,0,0,No,0,Credit Card,Yes,45358,0,Q3,No,1,1,California,0,No,0,1,45.1,0,15.24,0.0,60.34,No,Yes,91606,1
71,29,4.65,Attitude,Attitude of support person,83,Chino,4795,0,United States,7776-QWNFX,Churned,0,0,Male,1,DSL,0,33.990646,-117.663025,Yes,50.4,0,0,1,Offer E,1,0,Yes,0,Bank Withdrawal,Yes,75319,0,Q3,Yes,3,1,California,0,No,0,30,1527.5,0,139.5,0.0,1667.0,No,Yes,91710,1
70,20,12.27,Attitude,Attitude of support person,65,Claremont,4054,0,United States,6689-TCZHQ,Churned,0,0,Female,1,Fiber Optic,0,34.127621,-117.717863,No,78.95,0,0,0,Offer E,0,0,No,0,Bank Withdrawal,Yes,34716,0,Q3,No,3,1,California,1,No,0,5,378.4,0,61.35,0.0,439.75,No,Yes,91711,1
73,6,30.17,Competitor,Competitor made better offer,81,San Diego,5536,0,United States,9497-QCMMS,Churned,0,0,Male,1,Fiber Optic,0,32.825086,-117.199424,No,93.55,1,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,51213,0,Q3,No,1,1,California,1,No,1,1,93.55,0,30.17,0.0,123.72,No,Yes,92117,1
78,19,49.38,Competitor,Competitor made better offer,91,San Diego,4739,0,United States,3424-NMNBO,Churned,0,1,Male,1,Fiber Optic,0,32.825086,-117.199424,Yes,108.85,1,0,1,Offer E,1,1,Yes,0,Bank Withdrawal,Yes,51213,0,Q3,Yes,1,1,California,1,No,1,58,6287.25,0,2864.04,0.0,9151.29,No,Yes,92117,1
76,7,17.51,Attitude,Attitude of support person,91,San Diego,5136,0,United States,4514-GFCFI,Churned,0,0,Female,1,Fiber Optic,0,32.825086,-117.199424,No,84.75,1,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,51213,0,Q3,No,2,1,California,0,No,1,16,1350.15,0,280.16,0.0,1630.3100000000002,No,Yes,92117,1
73,27,22.5,Competitor,Competitor made better offer,94,San Diego,3208,0,United States,8000-REIQB,Churned,0,0,Female,1,Fiber Optic,0,32.825086,-117.199424,No,69.95,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,51213,0,Q3,No,2,1,California,0,No,0,1,69.95,10,22.5,0.0,102.45,No,No,92117,1
68,11,47.28,Competitor,Competitor made better offer,91,San Diego,4287,0,United States,4795-KTRTH,Churned,0,0,Female,1,Fiber Optic,0,32.85723,-117.209774,Yes,81.0,1,0,1,Offer E,1,0,Yes,0,Bank Withdrawal,Yes,34902,0,Q3,Yes,1,1,California,0,No,0,5,371.65,10,236.4,40.64,577.41,No,No,92122,1
79,7,42.27,Dissatisfaction,Product dissatisfaction,87,Desert Center,4317,0,United States,9961-JBNMK,Churned,0,1,Male,1,Fiber Optic,0,33.889605,-115.257009,No,96.8,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,964,0,Q3,No,1,1,California,1,No,1,21,2030.3,0,887.6700000000001,10.2,2907.77,No,Yes,92239,1
67,10,31.83,Competitor,Competitor made better offer,86,Escondido,2833,0,United States,6179-GJPSO,Churned,0,0,Female,1,Fiber Optic,0,33.141265,-116.967221,No,108.15,0,0,0,Offer E,1,1,Yes,0,Credit Card,Yes,48690,1,Q3,No,1,1,California,1,No,1,43,4600.7,0,1368.6899999999998,0.0,5969.389999999999,No,Yes,92027,1
69,6,33.74,Competitor,Competitor made better offer,90,Fallbrook,5247,0,United States,8290-YWKHZ,Churned,0,0,Female,1,Fiber Optic,0,33.362575,-117.299644,Yes,93.2,1,0,1,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,42239,0,Q3,Yes,3,1,California,1,No,1,32,2931.0,0,1079.68,17.88,3992.8,No,Yes,92028,1
72,13,18.2,Attitude,Attitude of service provider,82,Wrightwood,2146,0,United States,8051-HJRLT,Churned,0,0,Female,1,Fiber Optic,0,34.358321,-117.618263,No,70.55,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,4253,0,Q3,No,3,1,California,0,No,0,1,70.55,0,18.2,0.0,88.75,No,Yes,92397,1
75,28,25.78,Attitude,Attitude of service provider,72,Moreno Valley,5137,0,United States,4021-RQSNY,Churned,0,1,Male,1,Fiber Optic,0,33.907361,-117.109972,Yes,98.5,1,0,1,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,12743,0,Q3,Yes,3,1,California,1,Yes,1,29,3004.15,40,747.62,37.55,3754.22,No,No,92555,1
67,6,31.7,Competitor,Competitor had better devices,90,Murrieta,2982,0,United States,9061-TIHDA,Churned,0,0,Male,1,Cable,0,33.581045,-117.14719,Yes,95.25,1,0,1,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,18311,0,Q3,Yes,1,1,California,1,Yes,1,13,1233.65,0,412.1,48.09,1597.66,No,Yes,92563,1
72,17,8.92,Attitude,Attitude of service provider,96,Nuevo,4969,0,United States,8699-ASUFO,Churned,0,0,Male,1,Fiber Optic,0,33.82769,-117.102244,Yes,74.4,1,0,1,Offer E,0,0,Yes,0,Credit Card,Yes,7344,0,Q3,Yes,3,1,California,0,No,0,7,527.9,0,62.44,32.46,557.88,No,Yes,92567,1
68,28,21.57,Competitor,Competitor had better devices,80,Irvine,3685,0,United States,4695-WJZUE,Churned,0,1,Female,1,Fiber Optic,0,33.703976,-117.824172,No,88.55,1,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,17621,0,Q3,No,1,1,California,1,Yes,0,2,179.25,0,43.14,0.0,222.39,No,Yes,92606,1
68,2,43.61,Attitude,Attitude of service provider,71,Corona Del Mar,2371,0,United States,3988-RQIXO,Churned,0,0,Female,1,Fiber Optic,0,33.600987,-117.862734,No,91.3,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,13422,0,Q3,No,3,1,California,1,Yes,1,1,91.3,0,43.61,0.0,134.91,No,Yes,92625,1
75,22,16.05,Attitude,Attitude of service provider,83,Midway City,3669,0,United States,5931-FLJJF,Churned,0,0,Male,1,Fiber Optic,0,33.744439,-117.98588,Yes,70.1,0,0,1,Offer E,0,0,Yes,0,Credit Card,Yes,8660,0,Q3,Yes,2,1,California,0,No,0,7,467.55,0,112.35,20.23,559.67,No,Yes,92655,1
74,21,49.91,Attitude,Attitude of support person,86,Newport Beach,6259,0,United States,3207-OYBWH,Churned,0,1,Male,1,Fiber Optic,0,33.601309,-117.902304,Yes,95.25,1,0,1,Offer E,1,0,Yes,0,Bank Withdrawal,Yes,4242,0,Q3,Yes,2,1,California,1,No,0,57,5427.05,0,2844.87,12.59,8259.33,No,Yes,92661,1
78,23,17.35,Attitude,Attitude of service provider,65,Newport Beach,3128,0,United States,7216-EWTRS,Churned,0,1,Female,1,Fiber Optic,0,33.62251,-117.927024,Yes,100.8,1,0,4,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,22133,0,Q3,Yes,1,1,California,1,No,1,1,100.8,0,17.35,0.0,118.15,No,Yes,92663,1
66,8,1.05,Competitor,Competitor had better devices,92,Santa Ana,3266,0,United States,2528-HFYZX,Churned,0,0,Male,1,Fiber Optic,0,33.765893,-117.881533,Yes,76.45,0,0,2,Offer E,1,0,Yes,0,Bank Withdrawal,Yes,37879,0,Q3,Yes,1,1,California,0,No,0,17,1233.4,0,17.85,0.0,1251.25,No,Yes,92706,1
73,20,18.38,Attitude,Attitude of service provider,70,Oak View,3561,0,United States,4140-MUHUG,Churned,0,1,Female,1,Fiber Optic,0,34.404544,-119.302118,No,86.85,0,0,0,Offer E,0,0,Yes,0,Bank Withdrawal,Yes,6503,0,Q3,No,2,1,California,0,No,1,3,220.95,0,55.14,0.0,276.09,No,Yes,93022,1
79,25,28.86,Competitor,Competitor had better devices,96,Santa Barbara,4479,0,United States,1587-FKLZB,Churned,0,1,Male,1,Fiber Optic,0,34.419203,-119.710008,Yes,99.5,1,0,1,Offer A,0,0,Yes,0,Credit Card,Yes,31727,0,Q3,Yes,1,1,California,1,No,1,66,6822.15,0,1904.76,0.0,8726.91,No,Yes,93101,1
69,4,48.88,Attitude,Attitude of service provider,73,Santa Barbara,4708,0,United States,5440-FLBQG,Churned,0,1,Male,1,Fiber Optic,0,34.437945,-119.77191,Yes,108.4,1,0,1,Offer A,1,0,Yes,0,Bank Withdrawal,Yes,15757,1,Q3,Yes,3,1,California,1,No,1,69,7318.2,0,3372.7200000000003,0.0,10690.92,No,Yes,93110,1
65,3,44.13,Competitor,Competitor made better offer,70,Temecula,2596,0,United States,2774-LVQUS,Churned,0,1,Female,1,Fiber Optic,0,33.507255,-117.029473,Yes,83.05,1,0,2,Offer A,0,0,Yes,0,Bank Withdrawal,Yes,46171,1,Q3,Yes,3,1,California,0,No,0,15,1258.3,110,661.95,0.0,2030.25,No,No,92592,1
68,4,34.58,Attitude,Attitude of service provider,93,Terra Bella,5605,0,United States,4612-THJBS,Churned,0,1,Female,1,Fiber Optic,0,35.939068,-119.043666,No,104.75,1,0,0,Offer A,1,0,Yes,0,Bank Withdrawal,Yes,5868,0,Q3,No,3,1,California,1,No,1,56,5510.65,0,1936.48,0.0,7447.129999999999,No,Yes,93270,1
79,9,21.15,Competitor,Competitor made better offer,73,Temecula,4819,0,United States,4094-NSEDU,Churned,0,0,Female,1,Fiber Optic,0,33.507255,-117.029473,No,94.25,1,0,0,Offer A,0,0,Yes,0,Bank Withdrawal,Yes,46171,0,Q3,No,2,1,California,1,No,1,21,1973.75,0,444.15,0.0,2417.9,No,Yes,92592,1
80,8,47.97,Competitor,Competitor made better offer,71,Bradley,2825,0,United States,1846-XWOQN,Churned,0,0,Female,1,Fiber Optic,0,35.842889,-121.004862,No,70.15,0,0,0,Offer A,0,0,Yes,0,Bank Withdrawal,Yes,1363,0,Q3,No,2,1,California,0,No,0,1,70.15,0,47.97,0.0,118.12,No,Yes,93426,1
77,3,7.92,Other,Moved,65,Nipomo,4113,0,United States,3757-NJYBX,Churned,0,1,Male,1,Fiber Optic,0,35.050345,-120.489599,Yes,106.35,1,0,3,Offer A,1,0,No,0,Bank Withdrawal,Yes,15405,0,Q3,Yes,2,1,California,1,No,1,32,3520.75,0,253.44,0.0,3774.19,No,Yes,93444,1
65,20,49.5,Competitor,Competitor had better devices,95,Lee Vining,5676,0,United States,9898-KZQDZ,Churned,0,0,Female,1,Fiber Optic,0,37.890145,-119.184087,Yes,94.55,1,0,1,Offer A,0,0,Yes,0,Credit Card,Yes,504,0,Q3,Yes,1,1,California,1,Yes,1,40,3640.45,0,1980.0,0.0,5620.45,No,Yes,93541,1
66,6,0.0,Competitor,Competitor offered more data,77,Palmdale,5573,0,United States,8263-JQAIK,Churned,0,0,Male,1,DSL,0,34.598221,-117.79593,No,24.45,0,0,0,Offer A,0,0,Yes,0,Credit Card,No,6787,0,Q3,No,3,1,California,0,No,0,2,47.5,0,0.0,0.0,47.5,No,Yes,93591,1
75,13,39.51,Competitor,Competitor made better offer,70,Clovis,2015,0,United States,2205-YMZZJ,Churned,0,0,Male,1,Fiber Optic,0,36.814539,-119.711868,No,84.8,1,0,0,Offer A,0,0,Yes,0,Bank Withdrawal,Yes,33856,0,Q3,No,3,1,California,0,No,1,7,546.95,0,276.57,0.0,823.52,No,No,93612,1
74,4,39.36,Competitor,Competitor made better offer,96,Cutler,5362,0,United States,1254-IZEYF,Churned,0,0,Female,1,Fiber Optic,0,36.497895,-119.285484,No,99.95,1,0,0,Offer A,1,0,Yes,0,Bank Withdrawal,Yes,5519,0,Q3,No,3,1,California,1,No,1,31,3186.65,0,1220.16,0.0,4406.81,No,Yes,93615,1
